(138,172,244)
(138,177,244)
(140,178,246)
(142,182,246)
(140,180,244)
(140,182,241)
(140,182,241)
(150,178,244)
(166,174,246)
(175,170,249)
(177,172,246)
(174,169,242)
(172,167,239)
(169,167,234)
(170,169,236)
(169,172,236)
(174,177,241)
(172,180,242)
(170,183,242)
(169,183,242)
(169,183,244)
(164,182,242)
(162,180,241)
(150,180,241)
(137,185,250)
(129,183,252)
(135,183,249)
(140,182,246)
(148,182,242)
(151,180,239)
(154,180,238)
(158,180,238)
(156,178,236)
(156,178,236)
(156,177,238)
